type,year,term,subject,monndai,img,coices,correct,kaisetu,topic
normal,2024,後期,無線工学,"次の記述は、受信機の性能について述べたものである。（　　　）内に入れるべき字句の正しい組合せを下の番号から選べ。 

(1) 受信した信号波を受信機の出力側で、どれだけ正確に元の信号波に再現できるかを表す能力を、（　A　）という。 
(2) 周波数の異なる数多くの電波の中から、目的とする電波だけを選び出すことができるかを表す能力を、（　B　）という。 
(3) どの程度まで弱い電波を受信することができるかを表す能力を、（C）という。",,1　　A：安定度　　　B：感度　　　　C：忠実度｜2　　A：安定度　　　B：選択度　　　C：感度｜3　　A：忠実度　　　B：感度　　　　C：安定度｜4　　A：忠実度　　　B：選択度　　　C：感度｜5　　A：忠実度　　　B：選択度　　　C：安定度,4,,
normal,2024,後期,無線工学,"次の記述は、 SSB (J3E) 受信機について述べたものである。内に人れるべき字句の正しい組合せを下の番号から選べ 

(1)J3E 電波を復調するためには、抑圧された搬送波を再生するための検波用の（　A　）が必要である。 
(2)受信時に相手局の音声が最も明りように聞こえるように（　Ｂ　）を調整する。",,1　　A：局部発振器　　　　　B：スピーチクリッパ｜2　　A：局部発振器　　　　　B：クラリファイア｜3　　A：周波数逓倍機　　　　B：スピーチクリッパ｜4　　A：周波数逓倍機　　　　B：クラリファイア,2,,
normal,2024,後期,無線工学,次の記述は、 DSB(A3E) 通信方式と比べたときの SSB( J3E) 通信方式の一般的な特徴について述べたものである。このうち誤っているものを下の番号から選べ。,,1　　占有周波数帯幅は、約２倍である｜2　　選択性フェージングの影響が小さい｜3　　高い周波数安定度が要求される｜4　　送信電力が小さくてすむ,1,,
normal,2024,後期,無線工学,次の記述は、無線局の混信を防止するための一般的な方法について述べたものである。このうち誤っているものを下の番号から選べ,,1　　業務の遂行上、必要最小限の空中線電力で運用する。｜2　　２地点間の固定通信の場合、全方向性アンテナを使用する｜3　　無線設備を設置するときは、不要な電波の発射や受信がないように設置する場所や位置を決めておく。｜4　　必要により、あんたな形にフィルタやトラップを挿入する。｜5　　受信機の中間周波増幅器には、良好な通過帯域幅及び遮断特性を持った帯域フィルタ（BPF）を用いる。,2,,
normal,2024,後期,無線工学,"次の記述は、図に示すスロットアレーアンテナについて述べたものである。（　　　）内に入れるべき字句の正しい組合せを下の番号から 選べ。ただし、方形導波管はxy面が大地と平行で、管内を伝搬するTE10モードの電磁波の管内波長をλg〔m〕とする。 

(1) 方形導波管の短辺の側面のスロットの間隔（W）は、一般に（　A　）〔m〕 である。 
(2) 隣り合う一対のスロットから放射される電波の電界の水平成分は同位相と なり、垂直成分は（　B　）となる。 
(3) 一般に、（　C　）内のビーム幅は狭く、サイドローブは小さい。",img/202408_Kougaku_A_(12).png,1　　A：λg/4　　　B：同位相　　　C：垂直面｜2　　A：λg/4　　　B：逆位相　　　C：水平面｜3　　A：λg/2　　　B：逆位相　　　C：水平面｜4　　A：λg/2　　　B：同位相　　　C：垂直面｜5　　A：λg/2　　　B：同位相　　　C：水平面,5,,
normal,2024,後期,無線工学,"次の記述は、図に示す電流計(直流)について述べたものである。（　　　）内に入れるべき字句の正しい組合せを下の番号から選べなお、同じ記号の（　）内には、同じ字句が入るものとする。

(1) 電流計の内部抵抗は、一般（　A　）にほど良い。
(2)電流計に（　B　）に抵抗を接続すると、電流計の測定範囲を拡大することができる。
(3)図に示す内部抵抗がｒA〔 Q 〕、最大目盛値がIM〔 A 〕の電流計 AOの測定範囲を 2 倍にするには、（ 　C 　）〔 Q 〕の抵抗を AO に（　 B　） に接続すればよい。",img/202408_Kougaku_A_(13).png,1　　A：大きい　　　B：並列　　　C：rA｜2　　A：大きい　　　B：直列　　　C：2rA｜3　　A：小さい　　　B：直列　　　C：2rA｜4　　A：小さい　　　B：並列　　　C：rA｜5　　A：小さい　　　B：並列　　　C：2rA,4,,
multi,2024,後期,無線工学,"次の記述は、図に示す原理的な構造の小電力用の同軸給電線について述べたものである。内に人れるべき字句を下の番号から選べ

( 1 )同心円状に内部導体と外部導体を配置した構造の（　ア　）形給電線である。
(２)図の A 部分は、（　イ　）である。
(３)周波数が高くなると、誘電損や（　ウ　）による内部導体の抵抗損等が増加して伝送効率が低下する。
(４)平行二線式給電線に比べて外部からの電波の影響を受けることが（　エ　）
⑤特性インビ ー ダンスは、（　オ　）のものが多い。",img/202408_Kougaku_B_(1).png,平衝｜磁性体｜ゼービック効果｜少ない｜300（Ω）｜不平衝｜誘電体｜表皮効果｜多い｜50（Ω）又は75（Ω）,6-7-8-4-10,,
binary,2024,後期,無線工学,次の記述は、船舶用レ ー ダ ー について述べたものである。このうち正しいものを 1 、誤っているものを 2 として解答せよ。,,ア　通常、マイクロ波（SHF）帯の周波数が用いられる｜イ　STCは、近距離の海面などからの反射波が強い時にその影響を小さくするために用いられる｜ウ　FTCは、強い反射波に重なった微弱な信号を検出するために用いられる。｜エ　IAGCは、雨や雪からの反射の影響を小さくするために用いられる。｜オ　アンテナのサイドロープにより偽像が発生することがある,1-1-2-2-1,,
multi,2024,後期,無線工学,"次の記述は、電池について述べたものである。（　　　）内に入れるべき字句を下の番号から選べ

( 1 )繰り返し充電したり、放電したりすることができる電池を(　ア　)という。
( 2 )電圧の等しい電池を、極性を合わせて 2 個(　イ　）に接続すると、合成電圧は元の電圧に等しい。
( 3 )容量が 30 〔 Ah 〕の完全に充電した蓄電池は、通常、連続して 3 〔 A 〕の電流で(　ウ　)時間放電できる。また、この蓄電池を 2 個直列に接続すると、連続して 3 〔 A 〕の電流で放電できる時間は、 1 個の場合(　エ　)。
( 4 )鉛蓄電池の電解液としては、(　オ　)が用いられる。",,一次電池｜並列｜の２倍になる｜30｜希硫酸｜二次電池｜直列｜と変わらない｜10｜液体アンモニア,6-2-9-8-5,,
multi,2024,後期,無線工学,"次の記述は、コスパス・サ ー サットシステムで使用する衛星非常用位置指示無線標識(衛星 EPIRB) について述べたものである。(　　）内に入れるべき字句を下の番号から選べ。ただし、小型船舶用を除く。

(1) 中軌道衛星を利用したシステムでは、受信信号の周波数差や(　ア　)と衛星の軌道情報から、衛星EPERBの位置を求めることができる。
(2)捜索救助を行う航空機は、衛星 EPERBから送信される(　イ　)〔 MHz 〕の電波を受信することにより、衛星EPERBの方位を知ることができる。
(3)衛星 EPIRB の電源には、連続して(　ウ　)時間以上動作させる容量が求められている。
(4)フロ ー ト・フリ ー 型の衛星 EPIRB は、船舶が沈没したときには(　エ　)によって自動的に離脱浮上し、遭難を知らせる信号を発射する。
(5)いったん動作を開始した衛星 EPIRB は、手動により動作を停止することが(　オ　)",,振幅｜121.5｜12｜水圧｜できる｜到達時刻｜156.8｜48｜水温｜できない,6-2-8-4-5,,
binary,2024,後期,無線工学,次の記述は、超短波 (VHF) 帯及び極超短波( UHF )帯の電波の海上伝搬等について述べたものである。このうち正しいものを 1 、誤っているものを 2 として解答せよ。,,ア　標準大気中では、幾何学的見通し距離よりも遠方まで伝搬する｜イ　海面では電波はほとんど反射されない｜ウ　見通し距離ないでの受信点の電界強度の大きさは、送信点からの距離の増加とともに振動的に変化する領域がある｜エ　見通し距離内での受信点の業界強度の大きさは、送信店からの距離が同じであれば受信店の高度には無関係である。｜オ　障害物の裏側で受信できる電波には、回折波がある,1-2-1-2-1,,
normal,2024,前期,無線工学,"次の記述は、電気磁気に関する単位について述べたものである。（　　　）内に入れるべき字句の正しい組合せを下の番号から選べ。
 
(1) 静電容量の単位記号は、（　A　）である。 
(2) 電界の強さの単位記号は、（　B　）である。 
(3) インダクタンスの単位記号は、（　C　）である。",,1  　A：〔F〕 (ファラド)　　　　B：〔V/m〕 （ボルト毎メートル） 　　　  C：〔H〕 (ヘンリー) ｜2  　A：〔F〕 (ファラド)　　　　B：〔A/m〕 （アンペア毎メートル）   　　C：〔T〕 (テスラ) ｜3  　A：〔Wb〕 (ウェーバ)　　　B：〔V/m〕 （ボルト毎メートル） 　　　  C：〔T〕 (テスラ) ｜4  　A：〔Wb〕 (ウェーバ)　　　B：〔A/m〕 （アンペア毎メートル） 　　  C：〔H〕 (ヘンリー) ｜5  　A：〔Wb〕 (ウェーバ)　　　B：〔V/m〕 （ボルト毎メートル） 　　　  C：〔H〕 (ヘンリー) ,1,,
normal,2024,前期,無線工学,"次の記述は、図に示す抵抗R、容量リアクタンスXC及び誘導リアクタンスXLの並列回路について述べたものである。(　　　) 内に入 れるべき字句の正しい組合せを下の番号から選べ。ただし、回路は共振状態にあるものとする。 
(1) 容量リアクタンスXCの大きさは、（　A　）である。 
(2) 容量リアクタンスXCに流れる電流の大きさÌc は、（　B　）である。 
(3) 交流電源から流れる電流の大きさĪ 0 は、（　C　）である。",img/202402_Kougaku_A_(2).png,1　　A：  5 〔kΩ〕　　　B：  5 〔mA〕　　　C：2 〔mA〕 ｜2　　A：  5 〔kΩ〕　　　B：10 〔mA〕　　　C：  2 〔mA〕 ｜3　　A：10 〔kΩ〕　　　B：20 〔mA〕　　　C：  4 〔mA〕 ｜4　　A：10 〔kΩ〕　　　B：20 〔mA〕　　　C：10 〔mA〕 ｜5　　A：20 〔kΩ〕　　　B：25 〔mA〕　　　C：10 〔mA〕 ,3,,
